parent,child
time_unit.n.01,day.n.01
past.n.01,yesterday.n.02
time.n.05,past.n.01
time.n.05,present.n.01
time.n.05,future.n.01
time.n.05,geological_time.n.01
time.n.05,biological_time.n.01
present.n.01,tonight.n.01
present.n.01,today.n.01
present.n.01,date.n.05
future.n.01,tomorrow.n.02
part.n.09,period.n.03
geological_time.n.01,period.n.04
geological_time.n.01,epoch.n.03
end.n.02,period.n.05
punctuation.n.02,period.n.07
force.n.02,moment.n.05
statistic.n.01,moment.n.06
datum.n.01,statistic.n.01
biological_time.n.01,menopause.n.01
biological_time.n.01,gestation.n.01
construction.n.03,gestation.n.03
tense.n.01,future.n.02
grammatical_category.n.01,tense.n.01
class.n.01,grammatical_category.n.01
date.n.06,epoch.n.02
calendar_day.n.01,date.n.06
calendar_day.n.01,day.n.03
calendar_month.n.01,date.n.06
calendar_year.n.01,date.n.06
year.n.01,calendar_year.n.01
work_time.n.01,day.n.05
era.n.01,day.n.06
companion.n.01,date.n.02
friend.n.01,companion.n.01
meeting.n.02,date.n.03
edible_nut.n.01,walnut.n.01
edible_nut.n.01,pistachio.n.02
edible_nut.n.01,chestnut.n.03
nut.n.01,edible_nut.n.01
seed.n.01,nut.n.01
nut_tree.n.01,walnut.n.03
nut_tree.n.01,pistachio.n.01
maple.n.02,sycamore.n.03
fig_tree.n.01,sycamore.n.04
fig_tree.n.01,fig.n.02
dance_music.n.02,samba.n.02
ballroom_dancing.n.01,samba.n.03
social_dancing.n.01,ballroom_dancing.n.01
dancing.n.01,social_dancing.n.01
performing_arts.n.01,dancing.n.01
canasta.n.01,samba.n.04
rummy.n.02,canasta.n.01
mountain_ash.n.01,rowan.n.01
conifer.n.01,pine.n.01
gymnospermous_tree.n.01,conifer.n.01
area.n.03,palm.n.01
elitist.n.01,mandarin.n.02
moralist.n.01,elitist.n.01
philosopher.n.01,moralist.n.01
scholar.n.01,philosopher.n.01
intellectual.n.01,scholar.n.01
official.n.01,mandarin.n.03
chinese.n.02,mandarin.n.04
asian.n.01,chinese.n.02
inhabitant.n.01,asian.n.01
person_of_color.n.01,asian.n.01
chinese.n.01,mandarin.n.06
sinitic.n.01,chinese.n.01
sino-tibetan.n.01,sinitic.n.01
natural_language.n.01,sino-tibetan.n.01
language.n.01,natural_language.n.01
bark.n.01,cinchona.n.01
callus.n.02,chestnut.n.05
scar.n.01,callus.n.02
car.n.02,van.n.03
wheeled_vehicle.n.01,car.n.02
wheeled_vehicle.n.01,self-propelled_vehicle.n.01
wheeled_vehicle.n.01,bicycle.n.01
vehicle.n.01,wheeled_vehicle.n.01
vehicle.n.01,craft.n.02
vehicle.n.01,rocket.n.01
vehicle.n.01,military_vehicle.n.01
conveyance.n.03,vehicle.n.01
camper.n.02,van.n.04
recreational_vehicle.n.01,camper.n.02
self-propelled_vehicle.n.01,recreational_vehicle.n.01
self-propelled_vehicle.n.01,motor_vehicle.n.01
truck.n.01,van.n.05
truck.n.01,pickup.n.01
motor_vehicle.n.01,truck.n.01
motor_vehicle.n.01,motorcycle.n.01
motor_vehicle.n.01,car.n.01
ship.n.01,warship.n.01
vessel.n.02,ship.n.01
vessel.n.02,boat.n.01
craft.n.02,vessel.n.02
craft.n.02,aircraft.n.01
jet_engine.n.01,rocket.n.02
reaction-propulsion_engine.n.01,jet_engine.n.01
engine.n.01,reaction-propulsion_engine.n.01
motor.n.01,engine.n.01
machine.n.01,motor.n.01
visual_signal.n.01,rocket.n.04
bench_warrant.n.01,pickup.n.02
warrant.n.01,bench_warrant.n.01
corrective.n.01,pickup.n.03
acquaintance.n.03,pickup.n.04
acceleration.n.01,pickup.n.05
collection.n.04,pickup.n.08
grouping.n.02,collection.n.04
heavier-than-air_craft.n.01,helicopter.n.01
heavier-than-air_craft.n.01,airplane.n.01
aircraft.n.01,heavier-than-air_craft.n.01
car.n.01,cruiser.n.01
warship.n.01,cruiser.n.02
military_vehicle.n.01,warship.n.01
compartment.n.02,car.n.03
compartment.n.02,car.n.04
root,entity.n.01
root,capital.n.06
root,aurora.n.03
root,farmer.n.02
root,farmer.n.03
root,riverside.n.02
root,land.n.10
root,caliphate.n.01
root,anchorage.n.03
root,orange.n.05
root,berry.n.03
root,cancer.n.03
root,cancer.n.04
root,constitution.n.05
root,bond.n.08
root,bond.n.09
root,pound.n.11
root,mark.n.08
root,mark.n.12
root,cordoba.n.02
root,cordoba.n.03
root,cordoba.n.04
root,ball.n.07
root,nation.n.03
root,confederacy.n.01
root,quaternary.n.01
root,day.n.10
